key,Fund Rollup Level 3,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
839,Trust Funds,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_GOVT_DEVT_AGENCY,Spain Government Devt agency,96060
840,Trust Funds,10463,REGIONE LOMBARDIA,ITA,Italy,ITA_GOVT,Italy Government,-55643
841,Trust Funds,10565,GOBIERNO VASCO,ESP,Spain,ESP_GOVT,Spain Government,74309
842,Trust Funds,10960,AYBILBAO,ESP,Spain,ESP_GOVT,Spain Government,64931
843,Trust Funds,11296,COMITE DE MILAN,NATL_PRIV_SECTOR,National Private Sector,MILAN,PRIV_ITALIA,27895
844,Trust Funds,11754,FELCOS UMBRIA,INTL_PRIV_SECTOR,International Private Sector,FELCOS UMB,FELCOS UMBRIA,77616
845,Trust Funds,11772,Regione Lazio,ITA,Italy,ITA_GOVT,Italy Government,93296
846,Trust Funds,12184,AJUNTAMENT DE BARCELONA,ESP,Spain,ESP_GOVT,Spain Government,34013
847,Trust Funds,12690,Conf. Nacional Municipios - BR,BRA,Brazil,BRA_MIN,Brazil Ministry,9950
848,Trust Funds,131,GOVERNMENT OF INDIA,IND,India,IND_GOVT,India Government,1000000
849,Trust Funds,208,GOVERNMENT OF SOUTH AFRICA,ZAF,South Africa,ZAF_GOVT,South Africa Government,1000000
850,Trust Funds,80,GOVERNMENT OF CZECH REPUBLIC,CZE,Czech Republic,CZE_GOVT,Czech Republic Government,406761
851,Trust Funds,105,"GOVERNMENT OF ESTONIA, REPUBLI",EST,Republic of Estonia,EST_GOVT,Republic of Estonia Government,300000
852,Trust Funds,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,5102040
853,Trust Funds,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,70828456
854,Trust Funds,129,GOVERNMENT OF HUNGARY,HUN,Hungary,HUN_GOVT,Hungary Government,100000
855,Trust Funds,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,50955414
856,Trust Funds,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,15923566
857,Trust Funds,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,10620722
858,Trust Funds,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,2000000
859,Trust Funds,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,236955
860,Trust Funds,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,114400000
861,Trust Funds,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_DEVT_AGENCY,Swiss Development Agency,677606
862,Trust Funds,11410,Foreign common wealth ofice,GBR,United Kingdom,GBR_INTL_DEVT_AGENCY,Great Britain Intl Devt Agency,87500000
863,Trust Funds,11854,Australian DFAT,AUS,Australia,AUS_DEVT_AGENCY,Australia Development Agency,20000000
864,Trust Funds,12113,The Department of Foreign Affa,CAN,Canada,CAN_DEVT_AGENCY,Canadian Development Agency,21186440
865,Trust Funds,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGENCIES,UN Agencies,UNEP,AGY_UNITED NATIONS ENVIRONMENT,96558
866,Trust Funds,10009,MONTREAL PROTOCOL,FUNDS_MPU,FUNDS_MPU,MPU,AGY_MONTREAL PROTOCOL,43668018
867,Trust Funds,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,1054869
868,Trust Funds,89,GOVERNMENT OF CHINA,CHN,People's Republic of China,CHN_GOVT,People's Republic of China Gov,22123
869,Trust Funds,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGENCIES,UN Agencies,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,363
870,Trust Funds,20,ISLAMIC DEVELOPMENT BANK,REGIONAL_BANKS,Regional Banks,REGIONAL_BANKS_FI,Regional Banks FIs,-1132595
871,Trust Funds,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,28994
872,Trust Funds,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,4000000
873,Trust Funds,10283,KREDITANSTALT FUR WIEDERAUFBAU,DEU,Germany,DEU_AGY_KFW,Germany Agency KfW,370857
874,Trust Funds,20,ISLAMIC DEVELOPMENT BANK,REGIONAL_BANKS,Regional Banks,REGIONAL_BANKS_FI,Regional Banks FIs,83000
875,Trust Funds,82,GOVERNMENT OF CHILE,CHL,Chile,CHL_GOVT,Chile Government,5000
876,Trust Funds,142,GOVERNMENT OF KAZAKHSTAN,KAZ,Kazakhstan,KAZ_GOVT,Kazakhstan Government,2000
877,Trust Funds,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,676185
878,Trust Funds,209,GOVERNMENT OF SAMOA,WSM,Samoa,WSM_GOVT,Samoa Government,1000
879,Trust Funds,244,GOVERNMENT OF TURKEY,TUR,Turkey,TUR_GOVT,Turkey Government,40000
880,Trust Funds,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,40000
881,Trust Funds,296,UNITED NATIONS,UN_AGENCIES,UN Agencies,UN,United Nations,250000
882,Trust Funds,572,COL-AGENCIA PRESIDENCIAL DE CO,COL,Colombia,COL_MIN,Colombia Ministry,153865
883,Trust Funds,10334,UN RELIEF AND WORKS AGENCY,UN_AGENCIES,UN Agencies,UNRWA,AGY_UNRWA,7207850
884,Trust Funds,10361,ZAYED FOUNDATION,NATL_FOUNDATIONS,National Foundations,ZAYED FOUN,ZAYED FOUNDATION,465000
885,Trust Funds,10392,"MINISTRY OF COMMERCE, CHINA",CHN,People's Republic of China,CHN_MIN,People's Republic of China Min,1200000
886,Trust Funds,12630,Fuzhou Municipal Gov. - CHN,CHN,People's Republic of China,CHN_MIN,People's Republic of China Min,147492
887,Trust Funds,12631,Jingdezhen Municipal Gov. - CH,CHN,People's Republic of China,CHN_MIN,People's Republic of China Min,144507
888,Trust Funds,12636,Quanzhou Municipal Gov. - CHN,CHN,People's Republic of China,CHN_MIN,People's Republic of China Min,179991
889,Trust Funds,12730,INTL CTR ON SMALL HYDRO POWER,INTERNATIONAL NGO,International NGO,SMALLHYPWR,Intl Ctr on Small Hydro Power,73746
890,Trust Funds,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,173000
891,Trust Funds,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,600000
892,Trust Funds,206,GOVERNMENT OF RUSSIAN FEDERATI,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,8000000
893,Thematic Trust Funds,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,24423
894,Thematic Trust Funds,56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,11751
895,Thematic Trust Funds,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,13684
896,Thematic Trust Funds,73,GOVERNMENT OF BULGARIA,BGR,Bulgaria,BGR_GOVT,Bulgaria Government,4293
897,Thematic Trust Funds,80,GOVERNMENT OF CZECH REPUBLIC,CZE,Czech Republic,CZE_GOVT,Czech Republic Government,7659
898,Thematic Trust Funds,89,GOVERNMENT OF CHINA,CHN,People's Republic of China,CHN_GOVT,People's Republic of China Gov,22277
899,Thematic Trust Funds,93,GOVERNMENT OF CYPRUS,CYP,Cyprus,CYP_GOVT,Cyprus Government,535
900,Thematic Trust Funds,105,"GOVERNMENT OF ESTONIA, REPUBLI",EST,Republic of Estonia,EST_GOVT,Republic of Estonia Government,4223
901,Thematic Trust Funds,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,8940
902,Thematic Trust Funds,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,59370
903,Thematic Trust Funds,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,74744
904,Thematic Trust Funds,126,HOLY SEE,VAT,Holy See,VAT_GOVT,Holy See Govt,319
905,Thematic Trust Funds,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,17006
906,Thematic Trust Funds,136,GOVERNMENT OF ISRAEL,ISR,Israel,ISR_GOVT,Israel Government,2022
907,Thematic Trust Funds,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,47999
908,Thematic Trust Funds,138,GOVERNMENT OF COTE D'IVOIRE,CIV,Cote D'Ivoire,CIV_GOVT,Cote D'Ivoire Government,4024
909,Thematic Trust Funds,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,106228
910,Thematic Trust Funds,148,"GOVERNMENT OF LATVIA, REPUBLIC",LVA,Latvia,LVA_GOVT,Latvia Government,4293
911,Thematic Trust Funds,152,GOVERNMENT OF LIECHTENSTEIN,LIE,Liechtenstein,LIE_GOVT,Liechtenstein Government,3915
912,Thematic Trust Funds,154,"GOVERNMENT OF LITHUANIA, REPUB",LTU,Lithuania,LTU_GOVT,Lithuania Government,4551
913,Thematic Trust Funds,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,-3360
914,Thematic Trust Funds,165,GOVERNMENT OF MEXICO,MEX,Mexico,MEX_GOVT,Mexico Government,5000
915,Thematic Trust Funds,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,20234
916,Thematic Trust Funds,185,GOVERNMENT OF NIGERIA,NGA,Nigeria,NGA_GOVT,Nigeria Government,4720
917,Thematic Trust Funds,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,12278
918,Thematic Trust Funds,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,6339
919,Thematic Trust Funds,194,GOVERNMENT OF PERU,PER,Peru,PER_GOVT,Peru Government,827
920,Thematic Trust Funds,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,12973
921,Thematic Trust Funds,202,GOVERNMENT OF QATAR,QAT,Qatar,QAT_GOVT,Qatar Government,1225
922,Thematic Trust Funds,216,GOVERNMENT OF SLOVAK REPUBLIC,SVK,Slovak Republic,SVK_GOVT,Slovak Republic Government,5524
923,Thematic Trust Funds,217,GOVERNMENT OF SAN MARINO,SMR,San Marino,SMR_GOVT,San Marino Government,3856
924,Thematic Trust Funds,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,33351
925,Thematic Trust Funds,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,13360
926,Thematic Trust Funds,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,14224
927,Thematic Trust Funds,236,GOVERNMENT OF THAILAND,THA,Thailand,THA_GOVT,Thailand Government,1353
928,Thematic Trust Funds,244,GOVERNMENT OF TURKEY,TUR,Turkey,TUR_GOVT,Turkey Government,5995
929,Thematic Trust Funds,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,198525
930,Thematic Trust Funds,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_INTL_DEVT_AGENCY,Great Britain Intl Devt Agency,148148
931,Thematic Trust Funds,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SWE_GOVT_DEVT_AGENCY,Swedish Int'l Devt Agency,-1
932,Thematic Trust Funds,10472,Government of Montenegro,MNE,MONTENEGRO,MNE_GOVT,Government of Montenegro,3847
933,Thematic Trust Funds,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,1100000
934,Thematic Trust Funds,11710,US Int'l Narcotics & Law Enfmn,USA,United States of America,USA_GOVT_DEVT_AGENCY,USA Govt Development Agency,-200000
935,Thematic Trust Funds,105,"GOVERNMENT OF ESTONIA, REPUBLI",EST,Republic of Estonia,EST_GOVT,Republic of Estonia Government,27352
936,Thematic Trust Funds,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,2577003
937,Trust Funds,54392,Ministry of Foreign Affairs an,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,2200713
938,Trust Funds,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,517970
939,Trust Funds,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,442477
940,Trust Funds,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,170068
941,Trust Funds,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,167897
942,Trust Funds,10712,KOREA INTERN. COOPERATION AGEN,KOR,Republic of Korea,KOR_GOVT_DEVT_AGENCY,Korea Govt Development Agency,649241
