key,OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses
211,Bosnia and Herzegovina,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,1340057.66
212,Guinea,123,GOVERNMENT OF GUINEA,GIN,Guinea,GIN_GOVT,Guinea Government,1328295.09
213,Burkina Faso,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,1323337.62
214,Iraq,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,1308598.84
215,Nicaragua,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,1306327.54
216,Pakistan,210,GOVERNMENT OF SAUDI ARABIA,SAU,Saudi Arabia,SAU_GOVT,Saudi Arabia Government,1289175.18
217,Ecuador,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,1287666.29
218,Dominican Republic,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,1287028.31
219,Guinea-Bissau,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,1285290.47
220,Burundi,11363,MDTFO\JP_Peace_Building_Fund,MDTF1,BU,PBF,PEACEBUILDING,1272474.95
221,Jordan,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,1246237.34
222,Uruguay,1465,"URU-MINISTERIO DE VIVIENDA, OR",URY,Uruguay,URY_MIN,Uruguay Ministry,1239350.58
223,Bureau for Dev. Policy,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,1234843.5
224,Bangladesh,11953,MDTFO/UNDP-JP Bangladesh IWM,MDTF1,BU,BGD JP,MDTFO/UNDP-JP Bangladesh IWM,1225038.24
225,Kosovo,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,1214357.21
226,Brazil,11575,BRA-Agencia N.Vig.Sanitaria,BRA,Brazil,BRA_MIN,Brazil Ministry,1211238.2
227,United Arab Emirates,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,1207304.26
228,Kazakhstan,142,GOVERNMENT OF KAZAKHSTAN,KAZ,Kazakhstan,KAZ_GOVT,Kazakhstan Government,1206243.94
229,Nicaragua,184,GOVERNMENT OF NICARAGUA,NIC,Nicaragua,NIC_GOVT,Nicaragua Government,1201033.7
230,Libya,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,1198708.7
231,"South Sudan, Republic of",253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,1190615.87
232,Guatemala,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,1183840.34
233,Kenya,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,1179072.02
234,Yemen,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,1174865.57
235,Ethiopia,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,1172733.38
236,Côte d’Ivoire,138,GOVERNMENT OF COTE D'IVOIRE,CIV,Cote D'Ivoire,CIV_GOVT,Cote D'Ivoire Government,1164674.7
237,Iraq,11790,SHELL IRAQ PETROLEUM DEVELOPME,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL IRAQ,SHELL IRAQ PETROLEUM DEVELOPME,1150433.66
238,Nepal,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,1148166.58
239,Egypt,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,1145129.34
240,Prog for Palestinian People,10283,KREDITANSTALT FUR WIEDERAUFBAU,DEU,Germany,DEU_AGY_KFW,Germany Agency KfW,1140348
241,"Sudan, Republic of the",11930,MPTFO JP Sudan Refugees,MDTF1,BU,SUDAN REFUEGEES,MPTFO JP Sudan Refugees,1139277.48
242,Cuba,11724,European Comm. Humanit. Aid Of,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,1136945.8
243,Bureau for Dev. Policy,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,1135986.25
244,Peru,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,1135502.26
245,Prog for Palestinian People,210,GOVERNMENT OF SAUDI ARABIA,SAU,Saudi Arabia,SAU_GOVT,Saudi Arabia Government,1133634.6
246,Timor-Leste,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,1131791.9
247,Kenya,143,GOVERNMENT OF KENYA,KEN,Kenya,KEN_GOVT,Kenya Government,1112096.35
248,Romania,205,GOVERNMENT OF ROMANIA,ROM,Romania,ROM_GOVT,Romania Government,1099251.03
249,"South Sudan, Republic of",10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,1093759.78
250,Democratic Republic of Congo,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,1090883.47
251,Bureau for Dev. Policy,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,1080675.26
252,Nigeria,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,1074653.15
253,Senegal,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,1069897.91
254,Afghanistan,44,GOVERNMENT OF AFGHANISTAN,AFG,Afghanistan,AFG_GOVT,Afghanistan Government,1044823.33
255,Tajikistan,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,1041141.47
256,Haiti,11364,MDTFO\JP_MDG-F_Conflict_&_PB,MDTF1,BU,MDGF_CONFL,BCPR CONFLICT PREVENTION,1037000.37
257,Cambodia,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,1032968.6
258,Honduras,10956,COSUDE,CHE,Switzerland,CHE_MIN,Switzerland Ministry,1028500.4
259,Viet Nam,11211,IRISH AID,IRL,Ireland,IRL_GOVT,Ireland Government,1024888.73
260,Armenia,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,1024343.34
261,Brazil,11248,BRA-Inst. Chico. Mendes de Con,BRA,Brazil,BRA_MIN,Brazil Ministry,1018854.85
262,Zimbabwe,346,NORWEGIAN AG DEV COOP:UNCDF,NOR,Norway,NOR_MIN,Norway Ministry,1017855.21
263,Nicaragua,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,1006692.05
264,Rwanda,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,986704.46
265,Pakistan,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,985922.89
266,"Macedonia, former Yugoslav Rep",232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,984420.06
267,Thailand,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,976935.87
268,Egypt,1050,EGY-GENERAL ORGANIZATTION FOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,GOPP,PRIV_EGY-GENERAL ORGANIZATTION,976620.37
269,India,11308,IKEA SOCIAL INITIATIVE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IKEASI,PRIV_SWEDEN,974099.81
270,Syria,145,GOVERNMENT OF KUWAIT,KWT,Kuwait,KWT_GOVT,Kuwait Government,964403.07
271,Philippines,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,962544.66
272,Bolivia,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,958779.1
273,Georgia,10480,USAID,USA,United States of America,USAID,USAID,952661.5
274,Colombia,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,952602.7
275,Angola,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,950842.84
276,"South Sudan, Republic of",141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,933833.21
277,Egypt,11519,Ministry of Local development,EGY,Egypt,EGY_MIN,Egypt Ministry,931045.16
278,Nepal,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,922382.42
279,Ethiopia,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,922086.61
280,India,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,914868.16
281,Lebanon,1593,LEB-PRIME MINISTER OFFICE,LBN,Lebanon,LBN_MIN,Lebanon Ministry,913017.51
282,Zimbabwe,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,910874.25
283,Cuba,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,907515.59
284,Democratic Republic of Congo,11588,MDTFO/JP_DRC_Microfinance II,MDTF1,BU,JP_MICROFN_COD,MDTFO/JP_DRC_Microfinance II,903112.47
285,Brazil,11789,BRA-Instituto Bras. Do Algodao,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRAZIL,PRIVATE NATIONAL,901571.82
286,Zimbabwe,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,900708.47
287,Guatemala,11363,MDTFO\JP_Peace_Building_Fund,MDTF1,BU,PBF,PEACEBUILDING,899418.59
288,Pakistan,10480,USAID,USA,United States of America,USAID,USAID,898564.25
289,Reg Bureau for Africa,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,893061.23
290,Reg Bur for Arab States,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,890109.05
291,Chad,81,GOVERNMENT OF CHAD,TCD,Chad,TCD_GOVT,Chad Government,887658.06
292,Lao People's Democratic Republ,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,887206.53
293,Lebanon,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,884867.16
294,Peru,1391,PER-MUNICIPALIDAD METROPOLITAN,PER,Peru,PER_MIN,Peru Ministry,882079.28
295,Lebanon,745,LEB-COUNCIL FOR DEVELOPMENT &,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CDR,PRIV_LEB-COUNCIL FOR DEVELOPME,874992.99
296,Iraq,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,870530.7
297,Indonesia,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,869004.59
298,Prog for Palestinian People,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,865849.12
299,South Africa,208,GOVERNMENT OF SOUTH AFRICA,ZAF,South Africa,ZAF_GOVT,South Africa Government,858801.52
300,Colombia,10214,INCODER,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,INCODER,PRIV_INCODER,854316.09
301,China,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,848107.17
302,Myanmar,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,845390.87
303,Democratic Republic of Congo,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,844158.63
304,Prog for Palestinian People,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,840501.86
305,Colombia,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,838923.61
306,Sierra Leone,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,836627.14
307,"Cameroon, Republic of",11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,833869.51
308,Pakistan,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,831826.19
309,Prog for Palestinian People,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,823298.69
310,Prog for Palestinian People,191,PALESTINIAN AUTHORITY,PSE,Occupied Palestine,PSE_GOVT,Occupied Palestine Government,823213.33
311,Haiti,10480,USAID,USA,United States of America,USAID,USAID,820948.25
312,Armenia,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,820017.89
313,Peru,1369,PER-MINISTERIO DE RELACIONES,PER,Peru,PER_MIN,Peru Ministry,819055.13
314,Lebanon,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,817593.2
315,Guatemala,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,814233.74
316,Belize,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,812171.34
317,Brazil,11238,BRA-MINISTERIO DO MEIO AMBIENT,BRA,Brazil,BRA_MIN,Brazil Ministry,807221.92
318,Nigeria,10135,RIVERS STATE GOVERNMENT,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,795414.37
319,United Republic of Tanzania,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,791163.97
320,Viet Nam,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,790877.23
321,Ukraine,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,788760.13
322,Chad,11363,MDTFO\JP_Peace_Building_Fund,MDTF1,BU,PBF,PEACEBUILDING,788236.71
323,Bureau for Dev. Policy,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,785117
324,Lebanon,1402,LEB-MINISTRY OF ECONOMY & TRAD,LBN,Lebanon,LBN_MIN,Lebanon Ministry,784297.39
325,Gabon,113,GOVERNMENT OF GABON,GAB,Gabon,GAB_GOVT,Gabon Government,779083.28
326,Nigeria,185,GOVERNMENT OF NIGERIA,NGA,Nigeria,NGA_GOVT,Nigeria Government,776290.16
327,Somalia,11526,MDTFO/JP_Somalia_Humanitarian,MDTF1,BU,SOM_CHF,MDTFO/JP_Somalia_Humanitarian,774702.21
328,Sierra Leone,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,771201.61
329,Tajikistan,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,769335.07
330,"South Sudan, Republic of",12103,Government of South Sudan,-,-,-,-,768631.15
331,Libya,151,GOVERNMENT OF LIBYA,LBY,Libyan Arab Jamahiriya,LBY_GOVT,Libyan Arab Jamahiriya Governm,767644.31
332,Egypt,1394,EGY-MINISTRY OF STATE FOR ADMI,EGY,Egypt,EGY_MIN,Egypt Ministry,761596.35
333,Chad,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,761469.95
334,Bureau for Dev. Policy,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,758455.89
335,Malawi,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,742803.16
336,Peru,787,PER-COFIDE,PER,Peru,PER_MIN,Peru Ministry,742525.8
337,Afghanistan,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,740983.15
338,Sri Lanka,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,730852.37
339,Georgia,11972,"Company ""Meqanizatori"", ltd",PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MEQANIZATR,"Company ""Meqanizatori"", Ltd",729035.09
340,Brazil,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,727968.11
341,Democratic Republic of Congo,455,JAPANESE INTNL COOP AC.:UNCDF,JPN,Japan,JPN_GOVT,Japan Government,727161
342,Syria,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,721878.07
343,Democratic Republic of Congo,11363,MDTFO\JP_Peace_Building_Fund,MDTF1,BU,PBF,PEACEBUILDING,720296.83
344,Pakistan,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,713250.67
345,Colombia,572,COL-AGENCIA PRESIDENCIAL DE CO,COL,Colombia,COL_MIN,Colombia Ministry,712059.12
346,Indonesia,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,709657.71
347,Egypt,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,706858.23
348,Bratislava Regional Center,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,705888.94
349,Somalia,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,705591.67
350,Uruguay,1536,URU-OFICINA DE PLANEAMIENTO Y,URY,Uruguay,URY_MIN,Uruguay Ministry,704177.38
351,Guyana,560,INTERNATIONAL DEVELOPMENT AGEN,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,701033.75
352,Lao People's Democratic Republ,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,700031.57
353,Panama,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,694696.17
354,Albania,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,692955.48
355,Angola,49,GOVERNMENT OF ANGOLA,AGO,Angola,AGO_GOVT,Angola Government,692864.77
356,Sierra Leone,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,687692.52
357,PB/South Korea Liaison Office,54392,Ministry of Foreign Affairs an,KOR,Republic of Korea,KOR_MIN,Republic of Korea Ministry,686852.31
358,Libya,11788,High Nation. Elect. Committee,LBY,Libyan Arab Jamahiriya,LBY_GOVT,Libyan Arab Jamahiriya Governm,685913.17
359,Brazil,11488,BRA-Caixa Economica federal,BRA,Brazil,BRA_GOVT,Brazil Government,684961.19
360,Egypt,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,683887.69
361,Nigeria,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,672256.36
362,Mexico,1668,MEX-SECRETARIA DE ECONOMIA,MEX,Mexico,MEX_MIN,Mexico Ministry,669628.94
363,Malawi,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,662379.18
364,Côte d’Ivoire,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,661557.2
365,Turkmenistan,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,661386.44
366,Mali,167,GOVERNMENT OF MALI,MLI,Mali,MLI_GOVT,Mali Government,659212.88
367,Tunisia,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,654367.4
368,Armenia,1059,ARM-GOVERNMENT,ARM,Armenia,ARM_GOVT,Armenia Government,652958.81
369,Mauritius,159,GOVERNMENT OF MAURITIUS,MUS,Mauritius,MUS_GOVT,Mauritius Government,649451.13
370,Mauritius,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,634622.75
371,Burundi,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,633239.5
372,"Sudan, Republic of the",187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,632789.77
373,Paraguay,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,632147.14
374,Liberia,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,628399.53
375,Madagascar,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,628044.28
376,Honduras,11697,HON-SECRETARIA PUEBLOS INDIGEN,HND,Honduras,HND_MIN,Honduras Ministry,621080.04
377,PB,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,617221.62
378,Montenegro,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,615787.33
379,Panama Regional Center,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,614205.32
380,Bureau for Dev. Policy,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,613952.32
381,Reg Bur Latin Amer & Carib,10870,MIN. OF FOREIGN AFFAIRS & COOP,ESP,Spain,ESP_MIN,Spain Ministry,613785.67
382,Lesotho,10480,USAID,USA,United States of America,USAID,USAID,613318.8
383,Colombia,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,613103.11
384,Kosovo,10284,KOSOVO GOVERNMENT,KOS,Kosovo,KOS_GOVT,Kosovo Government,606208.73
385,Chile,1682,CHI-SECRETARIA GENERAL DE LA P,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SEGPRES,PRIV_CHI-SECRETARIA GENERAL DE,605481.79
386,Mali,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,604472.67
387,Cairo Regional Center,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,604444.67
388,Prog for Palestinian People,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,603260.32
389,Egypt,11403,SDC-Swiss Agency For Developme,CHE,Switzerland,CHE_MIN,Switzerland Ministry,602239.21
390,Georgia,11766,MDTFO/JP_Georgia_GendeEqualit,MDTF1,BU,GEO_,MDTFO/JP_Georgia_GendeEqualit,602125.56
391,Mongolia,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,601389.53
392,Somalia,28,UN Office on Drugs and Crime,UN_AGY 1,UN AGENCY 1,UNODC,AGY_UN INTERNATIONAL DRUG CONT,599826.03
393,Nepal,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,599404.12
394,Turkey,1612,TUR-PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,596478.99
395,Prog for Palestinian People,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,596115.65
396,Malawi,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,593428.07
397,Bangladesh,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,593270.01
398,Malawi,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,589404.05
399,Afghanistan,10203,"UNAMA, KABUL",UN_AGY 1,UN AGENCY 1,UNAMA_ KAB,AGY_UNAMA_ KABUL,582054.34
400,Burkina Faso,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,581774.37
401,"Moldova, Republic of",555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,581691.65
402,El Salvador,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,581089.44
403,Mali,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,577774.25
404,Yemen,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,574978.54
405,Burundi,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,573881.97
406,Zimbabwe,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,572773.64
407,Mexico,1717,MEX-SECRETARIA DE RELACIONES E,MEX,Mexico,MEX_MIN,Mexico Ministry,568786.32
408,Afghanistan,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,567592.67
409,Reg Bur Latin Amer & Carib,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,563783.26
410,Bosnia and Herzegovina,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,560343.06
411,Zambia,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,559293.03
412,Pakistan,10550,GOVERNMENT OF NWFP,PAK,Pakistan,PAK_GOVT,Pakistan Government,558651.5
413,Libya,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,556399.6
414,Mali,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,555670.83
415,Zimbabwe,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,554727.85
416,Peru,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,553654.63
417,Congo,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,553094.32
418,Nicaragua,10956,COSUDE,CHE,Switzerland,CHE_MIN,Switzerland Ministry,551743.71
419,Iraq,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,548902.43
420,Democratic Republic of Congo,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,547558.38
421,Kyrgyzstan,11456,MDTFO/JP_Kyrgyzstan_One_Fund,MDTF1,BU,KG_ONE_FD,MDTFO/JP_Kyrgyzstan_One_Fund,546988.37
422,Serbia,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,546670.19
423,Uruguay,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,546624.13
