key,Fund Rollup Level 3,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
0194,Cost Sharing,84,GOVERNMENT OF CAMBODIA,KHM,Cambodia,KHM_GOVT,Cambodia Government,$0
0195,Cost Sharing,85,"GOVERNMENT OF CAMEROON, REPUBL",CMR,Republic of Cameroon,CMR_GOVT,Republic of Cameroon Governmen,$0
0196,Cost Sharing,86,GOVERNMENT OF COMOROS,COM,Comoros,COM_GOVT,Comoros Government,$0
0197,Cost Sharing,87,GOVERNMENT OF COLOMBIA,COL,Colombia,COL_GOVT,Colombia Government,$0
0198,Cost Sharing,88,GOVERNMENT OF COSTA RICA,CRI,Costa Rica,CRI_GOVT,Costa Rica Government,$0
0199,Cost Sharing,89,GOVERNMENT OF CHINA,CHN,People's Republic of China,CHN_GOVT,People's Republic of China Gov,"$4,703,507"
0200,Cost Sharing,90,GOVERNMENT OF CROATIA,HRV,Croatia,HRV_GOVT,Croatia Government,$0
0201,Cost Sharing,91,GOVERNMENT OF CUBA,CUB,Cuba,CUB_GOVT,Cuba Government,$0
0202,Cost Sharing,92,GOVERNMENT OF CAPE VERDE,CPV,Cape Verde,CPV_GOVT,Cape Verde Government,"$189,192"
0203,Cost Sharing,93,GOVERNMENT OF CYPRUS,CYP,Cyprus,CYP_GOVT,Cyprus Government,"($47,276)"
0204,Cost Sharing,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,"$17,491,219"
0205,Cost Sharing,96,GOVERNMENT OF DJIBOUTI,DJI,Djibouti,DJI_GOVT,Djibouti Government,"$816,462"
0206,Cost Sharing,97,GOVERNMENT OF DOMINICA,DMA,Dominica,DMA_GOVT,Dominica Government,$0
0207,Cost Sharing,98,GOVERNMENT OF DOMINICAN REPUBL,DOM,Dominican Republic,DOM_GOVT,Dominican Republic Government,"$5,863,305"
0208,Cost Sharing,100,GOVERNMENT OF ECUADOR,ECU,Ecuador,ECU_GOVT,Ecuador Government,$0
0209,Cost Sharing,101,GOVERNMENT OF EGYPT,EGY,Egypt,EGY_GOVT,Egypt Government,"$33,962,885"
0210,Cost Sharing,102,GOVERNMENT OF EL SALVADOR,SLV,El Salvador,SLV_GOVT,El Salvador Government,"($19,075)"
0211,Cost Sharing,103,GOVERNMENT OF EQUATORIAL GUINE,GNQ,Equatorial Guinea,GNQ_GOVT,Equatorial Guinea Government,"($2,720)"
0212,Cost Sharing,104,GOVERNMENT OF ERITREA,ERI,Eritrea,ERI_GOVT,Eritrea Government,$0
0213,Cost Sharing,105,"GOVERNMENT OF ESTONIA, REPUBLI",EST,Republic of Estonia,EST_GOVT,Republic of Estonia Government,$0
0214,Cost Sharing,109,GOVERNMENT OF FIJI,FJI,Fiji,FJI_GOVT,Fiji Government,$0
0215,Cost Sharing,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,"$6,445,717"
0216,Cost Sharing,111,GOVERNMENT OF POLYNESIA (FRENC,PYF,French Polynesia,PYF_GOVT,French Polynesia Government,$0
0217,Cost Sharing,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,"$786,584"
0218,Cost Sharing,113,GOVERNMENT OF GABON,GAB,Gabon,GAB_GOVT,Gabon Government,"$2,340,951"
0219,Cost Sharing,114,GOVERNMENT OF GAMBIA,GMB,Gambia,GMB_GOVT,Gambia Government,$0
0220,Cost Sharing,115,GOVERNMENT OF GUINEA-BISSAU,GNB,Guinea-Bissau,GNB_GOVT,Guinea-Bissau Government,"$172,740"
0221,Cost Sharing,116,"GOVERNMENT OF GEORGIA, REPUBLI",GEO,Republic of Georgia,GEO_GOVT,Republic of Georgia Government,$0
0222,Cost Sharing,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,"$3,924,717"
0223,Cost Sharing,118,GOVERNMENT OF GHANA,GHA,Ghana,GHA_GOVT,Ghana Government,$0
0224,Cost Sharing,119,GOVERNMENT OF GREECE,GRC,Greece,GRC_GOVT,Greece Government,"$377,553"
0225,Cost Sharing,120,GOVERNMENT OF GRENADA,GRD,Grenada,GRD_GOVT,Grenada Government,$0
0226,Cost Sharing,121,GOVERNMENT OF GUATEMALA,GTM,Guatemala,GTM_GOVT,Guatemala Government,"$6,326,375"
0227,Cost Sharing,123,GOVERNMENT OF GUINEA,GIN,Guinea,GIN_GOVT,Guinea Government,"$300,000"
0228,Cost Sharing,124,GOVERNMENT OF GUYANA,GUY,Guyana,GUY_GOVT,Guyana Government,$0
0229,Cost Sharing,125,GOVERNMENT OF HAITI,HTI,Haiti,HTI_GOVT,Haiti Government,$0
0230,Cost Sharing,127,GOVERNMENT OF TERRITORY OF HON,HKG,Hong Kong,HKG_GOVT,Hong Kong Government,$0
0231,Cost Sharing,128,GOVERNMENT OF HONDURAS,HND,Honduras,HND_GOVT,Honduras Government,$0
0232,Cost Sharing,129,GOVERNMENT OF HUNGARY,HUN,Hungary,HUN_GOVT,Hungary Government,"$25,000"
0233,Cost Sharing,130,GOVERNMENT OF ICELAND,ISL,Iceland,ISL_GOVT,Iceland Government,$0
0234,Cost Sharing,131,GOVERNMENT OF INDIA,IND,India,IND_GOVT,India Government,"$1,573,901"
0235,Cost Sharing,132,GOVERNMENT OF INDONESIA,IDN,Indonesia,IDN_GOVT,Indonesia Government,$0
0236,Cost Sharing,133,GOVERNMENT OF IRAN (ISLAMIC RE,IRN,Islamic Republic of Iran,IRN_GOVT,Islamic Republic of Iran Gover,"$207,651"
0237,Cost Sharing,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,"$1,230,723"
0238,Cost Sharing,135,GOVERNMENT OF IRAQ,IRQ,Iraq,IRQ_GOVT,Iraq Government,"$2,542,435"
0239,Cost Sharing,136,GOVERNMENT OF ISRAEL,ISR,Israel,ISR_GOVT,Israel Government,($346)
0240,Cost Sharing,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,"$1,608,622"
0241,Cost Sharing,138,GOVERNMENT OF COTE D'IVOIRE,CIV,Cote D'Ivoire,CIV_GOVT,Cote D'Ivoire Government,"$1,929,187"
0242,Cost Sharing,139,GOVERNMENT OF JAMAICA,JAM,Jamaica,JAM_GOVT,Jamaica Government,$0
0243,Cost Sharing,140,GOVERNMENT OF JORDAN,JOR,Jordan,JOR_GOVT,Jordan Government,"$511,881"
0244,Cost Sharing,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,"$247,285,637"
0245,Cost Sharing,142,GOVERNMENT OF KAZAKHSTAN,KAZ,Kazakhstan,KAZ_GOVT,Kazakhstan Government,"$2,362,874"
0246,Cost Sharing,143,GOVERNMENT OF KENYA,KEN,Kenya,KEN_GOVT,Kenya Government,$0
0247,Cost Sharing,144,GOVERNMENT OF KIRIBATI,KIR,Kiribati,KIR_GOVT,Kiribati Government,$0
0248,Cost Sharing,145,GOVERNMENT OF KUWAIT,KWT,Kuwait,KWT_GOVT,Kuwait Government,"$10,616,797"
0249,Cost Sharing,146,GOVERNMENT OF KYRGYZSTAN,KGZ,Kyrgyzstan,KGZ_GOVT,Kyrgyzstan Government,($910)
0250,Cost Sharing,147,GOVERNMENT OF LAO PEOPLE'S DEM,LAO,Laos,LAO_GOVT,Laos Government,$0
0251,Cost Sharing,148,"GOVERNMENT OF LATVIA, REPUBLIC",LVA,Latvia,LVA_GOVT,Latvia Government,$0
0252,Cost Sharing,149,GOVERNMENT OF LEBANON,LBN,Lebanon,LBN_GOVT,Lebanon Government,$0
0253,Cost Sharing,150,GOVERNMENT OF LESOTHO,LSO,Lesotho,LSO_GOVT,Lesotho Government,$0
0254,Cost Sharing,151,GOVERNMENT OF LIBYA,LBY,Libyan Arab Jamahiriya,LBY_GOVT,Libyan Arab Jamahiriya Governm,"$980,569"
0255,Cost Sharing,152,GOVERNMENT OF LIECHTENSTEIN,LIE,Liechtenstein,LIE_GOVT,Liechtenstein Government,$0
0256,Cost Sharing,153,GOVERNMENT OF LIBERIA,LBR,Liberia,LBR_GOVT,Liberia Government,$0
0257,Cost Sharing,154,"GOVERNMENT OF LITHUANIA, REPUB",LTU,Lithuania,LTU_GOVT,Lithuania Government,$0
0258,Cost Sharing,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,"$5,045,999"
0259,Cost Sharing,156,GOVERNMENT OF MADAGASCAR,MDG,Madagascar,MDG_GOVT,Madagascar Government,$0
0260,Cost Sharing,157,GOVERNMENT OF MALAYSIA,MYS,Malaysia,MYS_GOVT,Malaysia Government,$0
0261,Cost Sharing,159,GOVERNMENT OF MAURITIUS,MUS,Mauritius,MUS_GOVT,Mauritius Government,"$153,000"
0262,Cost Sharing,160,GOVERNMENT OF MARSHAL ISLANDS,MHL,Marshal Islands,MHL_GOVT,Marshal Islands Government,$0
0263,Cost Sharing,162,GOVERNMENT OF MAURITANIA,MRT,Mauritania,MRT_GOVT,Mauritania Government,"($4,296)"
0264,Cost Sharing,163,"GOVERNMENT OF MACEDONIA, THE F",MKD,Macedonia,MKD_GOVT,Macedonia Government,"$2,659,606"
0265,Cost Sharing,164,GOVERNMENT OF MALDIVES,MDV,Maldives,MDV_GOVT,Maldives Government,$0
0266,Cost Sharing,165,GOVERNMENT OF MEXICO,MEX,Mexico,MEX_GOVT,Mexico Government,$0
0267,Cost Sharing,166,"GOVERNMENT OF MICRONESIA, THE",FSM,The Federated States of Micron,FSM_GOVT,The Federated States of Micron,$0
0268,Cost Sharing,167,GOVERNMENT OF MALI,MLI,Mali,MLI_GOVT,Mali Government,"$1,367,884"
0269,Cost Sharing,168,GOVERNMENT OF MALAWI,MWI,Malawi,MWI_GOVT,Malawi Government,$0
0270,Cost Sharing,169,GOVERNMENT OF MONACO,MCO,Monaco,MCO_GVT,MONACO,"$3,996"
0271,Cost Sharing,170,"GOVERNMENT OF MOLDOVA, REPUBLI",MDA,Moldova,MDA_GOVT,Moldova Government,$0
0272,Cost Sharing,171,GOVERNMENT OF MONGOLIA,MNG,Mongolia,MNG_GOVT,Mongolia Government,"$50,000"
0273,Cost Sharing,172,GOVERNMENT OF MOROCCO,MAR,Morocco,MAR_GOVT,Morocco Government,"$10,762,031"
0274,Cost Sharing,173,GOVERNMENT OF MONTSERRAT,MSR,Montserrat,MSR_GOVT,Montserrat Government,$0
0275,Cost Sharing,174,GOVERNMENT OF MOZAMBIQUE,MOZ,Mozambique,MOZ_GOVT,Mozambique Government,$0
0276,Cost Sharing,176,GOVERNMENT OF NAMIBIA,NAM,Namibia,NAM_GOVT,Namibia Government,$0
0277,Cost Sharing,177,GOVERNMENT OF NETHERLANDS ANTI,NAN,Netherlands Antilles,NAN_GOVT,Neth Antilles Government,$0
0278,Cost Sharing,178,GOVERNMENT OF NAURU,NRU,Nauru,NRU_GOVT,Nauru Government,$0
0279,Cost Sharing,180,GOVERNMENT OF NEPAL,NPL,Nepal,NPL_GOVT,Nepal Government,"$1,546,611"
0280,Cost Sharing,181,GOVERNMENT OF NIGER,NER,Niger,NER_GOVT,Niger Government,$0
0281,Cost Sharing,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,"$22,763,637"
0282,Cost Sharing,183,GOVERNMENT OF NEW HEBRIDES,NHE,New Hebrides,NHE_GOVT,New Hebrides Government,$0
0283,Cost Sharing,184,GOVERNMENT OF NICARAGUA,NIC,Nicaragua,NIC_GOVT,Nicaragua Government,"$1,426,415"
0284,Cost Sharing,185,GOVERNMENT OF NIGERIA,NGA,Nigeria,NGA_GOVT,Nigeria Government,"$6,084,417"
0285,Cost Sharing,186,GOVERNMENT OF NIUE,NIU,Niue,NIU_GOVT,Niue Government,$0
0286,Cost Sharing,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,"$46,604,831"
0287,Cost Sharing,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,"$131,771"
0288,Cost Sharing,189,GOVERNMENT OF OMAN,OMN,Oman,OMN_GOVT,Oman Government,$0
0289,Cost Sharing,190,GOVERNMENT OF PAKISTAN,PAK,Pakistan,PAK_GOVT,Pakistan Government,"$168,010"
0290,Cost Sharing,191,PALESTINIAN AUTHORITY,PSE,Occupied Palestine,PSE_GOVT,Occupied Palestine Government,"$1,039,259"
0291,Cost Sharing,192,GOVERNMENT OF PANAMA,PAN,Panama,PAN_GOVT,Panama Government,$0
0292,Cost Sharing,193,GOVERNMENT OF PARAGUAY,PRY,Paraguay,PRY_GOVT,Paraguay Government,$0
0293,Cost Sharing,194,GOVERNMENT OF PERU,PER,Peru,PER_GOVT,Peru Government,$0
0294,Cost Sharing,195,GOVERNMENT OF PHILIPPINES,PHL,Philippines,PHL_GOVT,Philippines Government,"$31,996"
0295,Cost Sharing,196,GOVERNMENT OF PACIFIC MULTI IS,PMI,Pacific Multi-Islands,PMI_GOVT,Pacific Multi-Islands Governme,$0
0296,Cost Sharing,197,GOVERNMENT OF PAPUA NEW GUINEA,PNG,Papua New Guinea,PNG_GOVT,Papua New Guinea Government,"($45,490)"
0297,Cost Sharing,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,"$628,927"
0298,Cost Sharing,199,GOVERNMENT OF PORTUGAL,PRT,Portugal,PRT_GOVT,Portugal Government,"$399,402"
0299,Cost Sharing,200,GOVERNMENT OF CONGO,COG,Congo,COG_GOVT,Congo Government,"$5,676,484"
0300,Cost Sharing,201,GOVERNMENT OF PUERTO RICO,PRI,Puerto Rico,PRI_GOVT,Puerto Rico Government,$0
0301,Cost Sharing,202,GOVERNMENT OF QATAR,QAT,Qatar,QAT_GOVT,Qatar Government,$0
0302,Cost Sharing,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,"$143,397"
0303,Cost Sharing,205,GOVERNMENT OF ROMANIA,ROM,Romania,ROM_GOVT,Romania Government,"$2,004,955"
0304,Cost Sharing,206,GOVERNMENT OF RUSSIAN FEDERATI,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,"$212,500"
0305,Cost Sharing,207,GOVERNMENT OF RWANDA,RWA,Rwanda,RWA_GOVT,Rwanda Government,$0
0306,Cost Sharing,208,GOVERNMENT OF SOUTH AFRICA,ZAF,South Africa,ZAF_GOVT,South Africa Government,"$1,196,211"
0307,Cost Sharing,210,GOVERNMENT OF SAUDI ARABIA,SAU,Saudi Arabia,SAU_GOVT,Saudi Arabia Government,"$25,749,047"
0308,Cost Sharing,212,GOVERNMENT OF SEYCHELLES,SYC,Seychelles,SYC_GOVT,Seychelles Government,$0
0309,Cost Sharing,213,GOVERNMENT OF SIKKIM,SIK,Sikkim,SIK_GOVT,Sikkim Government,$0
0310,Cost Sharing,214,GOVERNMENT OF SIERRA LEONE,SLE,Sierra Leone,SLE_GOVT,Sierra Leone Government,$0
0311,Cost Sharing,215,GOVERNMENT OF SINGAPORE,SGP,Singapore,SGP_GOVT,Singapore Government,$0
0312,Cost Sharing,216,GOVERNMENT OF SLOVAK REPUBLIC,SVK,Slovak Republic,SVK_GOVT,Slovak Republic Government,"$261,783"
0313,Cost Sharing,219,GOVERNMENT OF SOMALIA,SOM,Somalia,SOM_GOVT,Somalia Government,$0
0314,Cost Sharing,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,"($45,929)"
0315,Cost Sharing,221,GOVERNMENT OF SRI LANKA,LKA,Sri Lanka,LKA_GOVT,Sri Lanka Government,$0
0316,Cost Sharing,223,GOVERNMENT OF SAINT KITTS AND,KNA,Saint Kitts and Nevis,KNA_GOVT,Saint Kitts and Nevis Governme,$0
0317,Cost Sharing,224,GOVERNMENT OF SAINT LUCIA,LCA,Saint Lucia,LCA_GOVT,Saint Lucia Government,$0
0318,Cost Sharing,225,GOVERNMENT OF SAO TOME AND PRI,STP,Sao Tome and Principe,STP_GOVT,Sao Tome and Principe Governme,$0
0319,Cost Sharing,226,GOVERNMENT OF SAINT VINCENT AN,VCT,Saint Vincent and the Grenadin,VCT_GOVT,Saint Vincent and the Grenadin,$0
0320,Cost Sharing,227,GOVERNMENT OF THE REPUBLIC OF,SDN,Sudan,SDN_GOVT,Sudan Government,"($3,123)"
0321,Cost Sharing,228,GOVERNMENT OF SURINAME,SUR,Suriname,SUR_GOVT,Suriname Government,$0
0322,Cost Sharing,229,GOVERNMENT OF SLOVENIA,SVN,Slovenia,SVN_GOVT,Slovenia Government,$0
0323,Cost Sharing,230,GOVERNMENT OF SWAZILAND,SWZ,Swaziland,SWZ_GOVT,Swaziland Government,"$329,012"
0324,Cost Sharing,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,"$66,072"
0325,Cost Sharing,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,"$10,215,371"
0326,Cost Sharing,233,GOVERNMENT OF SYRIAN ARAB REPU,SYR,Syrian Arab Republic,SYR_GOVT,Syrian Arab Republic Governmen,"($213,926)"
0327,Cost Sharing,234,GOVERNMENT OF TAJIKISTAN,TJK,Tajikistan,TJK_GOVT,Tajikistan Government,$0
0328,Cost Sharing,235,GOVERNMENT OF TURKS AND CAICOS,TCA,Turks and Caicos,TCA_GOVT,Turks and Caicos Government,($8)
0329,Cost Sharing,236,GOVERNMENT OF THAILAND,THA,Thailand,THA_GOVT,Thailand Government,$0
0330,Cost Sharing,237,GOVERNMENT OF TOGO,TGO,Togo,TGO_GOVT,Togo Government,"$161,815"
0331,Cost Sharing,238,GOVERNMENT OF TOKELAU,TKL,Tokelau,TKL_GOVT,Tokelau Government,$0
0332,Cost Sharing,240,GOVERNMENT OF TRINIDAD AND TOB,TTO,Trinidad and Tobago,TTO_GOVT,Trinidad and Tobago Government,"($42,031)"
0333,Cost Sharing,241,GOVERNMENT OF TRUST TERRITORY,PLW,Palau,PLW_GOVT,Trust Territory Government,$0
0334,Cost Sharing,242,GOVERNMENT OF TURKMENISTAN,TKM,Turkmenistan,TKM_GOVT,Turkmenistan Government,$0
0335,Cost Sharing,243,GOVERNMENT OF TUNISIA,TUN,Tunisia,TUN_GOVT,Tunisia Government,"$244,064"
0336,Cost Sharing,244,GOVERNMENT OF TURKEY,TUR,Turkey,TUR_GOVT,Turkey Government,"$7,090,261"
0337,Cost Sharing,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,"$1,401,455"
0338,Cost Sharing,247,GOVERNMENT OF UGANDA,UGA,Uganda,UGA_GOVT,Uganda Government,$0
0339,Cost Sharing,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,"$2,238,533"
0340,Cost Sharing,249,GOVERNMENT OF UKRAINE,UKR,Ukraine,UKR_GOVT,Ukraine Government,$0
0341,Cost Sharing,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,"($2,755,181)"
0342,Cost Sharing,251,GOVERNMENT OF UNITED REPUBLIC,TZA,United Republic of Tanzania,TZA_GOVT,United Republic of Tanzania Go,"$170,156"
0343,Cost Sharing,252,GOVERNMENT OF URUGUAY,URY,Uruguay,URY_GOVT,Uruguay Government,$0
0344,Cost Sharing,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,"($675,399)"
0345,Cost Sharing,254,GOVERNMENT OF UZBEKISTAN,UZB,Uzbekistan,UZB_GOVT,Uzbekistan Government,$0
0346,Cost Sharing,255,GOVERNMENT OF VENEZUELA,VEN,Venezuela,VEN_GOVT,Venezuela Government,"$15,995,440"
0347,Cost Sharing,256,GOVERNMENT OF VIET NAM,VNM,Viet Nam,VNM_GOVT,Viet Nam Government,$0
0348,Cost Sharing,257,GOVERNMENT OF YEMEN,YEM,Yemen,YEM_GOVT,Yemen Government,"$112,155"
0349,Cost Sharing,258,GOVERNMENT OF YUGOSLAVIA,MKD,Macedonia,MKD_GOVT,Macedonia Government,$0
0350,Cost Sharing,259,GOVERNMENT OF DEM REPUBLIC OF,ZAR,Democratic Republic of Congo,ZAR_GOVT,Democratic Republic of Congo G,$0
0351,Cost Sharing,261,GOVERNMENT OF ZIMBABWE,ZWE,Zimbabwe,ZWE_GOVT,Zimbabwe Government,$0
0352,Cost Sharing,263,AGENCE DE COOPERATION CULTUREL,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ACCT,Agence de Cooperation Culturel,$0
0353,Cost Sharing,264,ARAB GULF PROGRAMME FOR UN DEV,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AGFUND,ARAB GULF PROGM FOR UN DEV ORG,"($10,693)"
0354,Cost Sharing,265,ASSISTANCE TO THE LATIN AMERIC,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ALADI,ASSTNCE TO LATIN AMERICAN ASSN,$0
0355,Cost Sharing,266,AFRICA LEADERSHIP FORUM,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
0356,Cost Sharing,269,AFRICAN NATIONAL CONGRESS,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ANC,AFRICAN NATIONAL CONGRES,$0
0357,Cost Sharing,275,CENTRAL AMER BANK FOR EOCNOMIC,MUTLI_AGY2,MULTI-LATERAL AGENCY2,CABEI,CENTRAL AMER BANK FOR ECONOMIC,($9)
0358,Cost Sharing,279,EAST AFRICAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EADB,EAST AFRICAN DEVELOPMENT BANK,$0
0359,Cost Sharing,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"$24,193,950"
0360,Cost Sharing,281,INTERNATIONAL DEVELOPMENT RESE,CAN,Canada,CAN_MIN,Canada Ministry,($0)
0361,Cost Sharing,282,LATIN AMERICAN INSTITUTE FOR E,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ILPES,Unknown Type of Agency,$0
0362,Cost Sharing,283,INSTITUTE REGIONAL DECO-COOPER,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IRCOD,Unknown Type of Agency,$0
0363,Cost Sharing,284,JUNTA DEL ACUERDO DE CARTEGENA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,JUNAC,JUNTA DEL ACUERDO DE CARTEGENA,$0
0364,Cost Sharing,286,LEAGUE OF ARAB STATES,MUTLI_AGY2,MULTI-LATERAL AGENCY2,LAS,LEAGUE OF ARAB STATES,$0
0365,Cost Sharing,288,ORGANIZATION OF AMERICAN STATE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OAS,ORGANIZATN OF AMERICAN STATES,$0
0366,Cost Sharing,289,ORGANIZATION OF AFRICAN UNITY,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OAU,ORGANIZATION OF AFRICAN UNITY,$0
0367,Cost Sharing,291,ORGANIZATION OF PETROLEUM EXPO,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OPEC,OPEC,"$49,674"
0368,Cost Sharing,293,SECRETARIA EJECUTIVA DEL CONVE,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
0369,Cost Sharing,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,"$2,463,159"
0370,Cost Sharing,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,"$529,270"
0371,Cost Sharing,298,MAC ARTHUR FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MAF,PRIV_MAC ARTHUR FOUNDATION,$0
0372,Cost Sharing,299,SOROS FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SOROS,SOROS Foundation,($12)
0373,Cost Sharing,300,UNITED NATIONS FUND FOR DRUG A,UN_AGY 1,UN AGENCY 1,UNFDAC,AGY_UNITED NATIONS FUND FOR DR,$0
0374,Cost Sharing,302,UNFIP TURNER FOUNDATION,UN_AGY 1,UN AGENCY 1,UNFIP,AGY_UNFIP TURNER FOUNDATION,$0
0375,Cost Sharing,303,PAN AMERICAN HEALTH ORGANIZATI,UN_AGY 1,UN AGENCY 1,PAHO,AGY_PAN AMERICAN HEALTH ORGANI,"($4,980)"
0376,Cost Sharing,304,FORD FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FF,PRI_FORD FOUNDATION,"$284,163"
0377,Cost Sharing,307,US COMMITTEE FOR UNDP,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,USANC,PRIV_US NATIONAL COMMITTEE,($357)
0378,Cost Sharing,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,"($29,154)"
0379,Cost Sharing,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,"$148,169"
0380,Cost Sharing,314,CISCO SYSTEMS FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CISCOSF,PRIV_CISCO SYSTEMS FOUNDATION,$0
0381,Cost Sharing,317,UNWOMN NATIONAL COMMITTEE SWIT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SLNC,PRIV_UNIFEM NATIONAL COMMITTEE,$0
0382,Cost Sharing,318,IRISH NATIONAL COMMITTEE FOR U,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IRENC,PRIV_IRISH NATIONAL COMMITTEE,$0
0383,Cost Sharing,319,CANADA NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CANNC,PRIV_CANADA NATIONAL COMMITTEE,$0
0384,Cost Sharing,320,UK NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,UKMNC,PRIV_UK NATIONAL COMMITTEE,$0
0385,Cost Sharing,321,NETHERLANDS ORGANISATION FOR I,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NOFIC,PRIV_NETHERLANDS ORGANISATION,$0
0386,Cost Sharing,323,FINLAND NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FINNC,PRIV_FINLAND NATIONAL COMMITTE,$0
0387,Cost Sharing,326,NEW ZEALAND NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NZENC,PRIV_NEW ZEALAND NATIONAL COMM,$0
0388,Cost Sharing,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,"$291,451,074"
0389,Cost Sharing,328,AUSTRALIA AG FOR INTNL DEV:UNC,AUS,Australia,AUS_MIN,Australia Ministry,"($26,174)"
0390,Cost Sharing,329,DANIDA:,DNK,Denmark,DNK_MIN,Denmark Ministry,"$906,569"
0391,Cost Sharing,331,MINISTRY OF FOR AFF-ITA:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,$0
0392,Cost Sharing,332,AG FRANCAISE DE DVLPP:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,$0
0393,Cost Sharing,346,NORWEGIAN AG DEV COOP:UNCDF,NOR,Norway,NOR_MIN,Norway Ministry,$0
0394,Cost Sharing,348,BELGIAN SURVIVAL FUND,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,$0
