OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
Uruguay,1671,URU-SECRETARIA PRESIDENCIA DE,URY,Uruguay,URY_MIN,Uruguay Ministry,"53,789.73"
Colombia,11907,Fondo Attencion emergenc Bogot,COL,Colombia,COL_GOVT,Colombia Government,"53,405.99"
Nepal,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,"53,390.27"
Mexico,12052,SEP Michoacan,MEX,Mexico,MEX_GOVT,Mexico Government,"52,800.00"
Colombia,11787,FUNDACION MAMONAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COLOMBIA,PRIVATE NATIONAL,"52,265.71"
Sri Lanka,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,"51,897.86"
Indonesia,11816,Norwegian Univ. of Life Scienc,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,UMB,Norwegian Univ. of Life Scienc,"51,590.71"
Mexico,11713,Comision Derechos Humanos del,MEX,Mexico,MEX_MIN,Mexico Ministry,"51,290.82"
Colombia,600,COL-ALCALDIA MAYOR DE SANTAFE,COL,Colombia,COL_MIN,Colombia Ministry,"51,020.95"
Sri Lanka,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,"50,277.52"
Ukraine,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,"50,014.82"
China,171,GOVERNMENT OF MONGOLIA,MNG,Mongolia,MNG_GOVT,Mongolia Government,"50,000.00"
Croatia,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,"50,000.00"
Croatia,983,BYE-FOUNDATION OPEN SOCIETY IN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FOSI,PRIV_BYE-FOUNDATION OPEN SOCIE,"50,000.00"
Cuba,1018,COL-GOBIERNO DE COLOMBIA,COL,Colombia,COL_GOVT,Colombia Government,"50,000.00"
Egypt,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,"50,000.00"
Egypt,11464,Arab African International ba,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AAIB,PRIV_EGYPT,"50,000.00"
Ghana,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,"50,000.00"
Indonesia,10585,JOHNSON & JOHNSON FAMILY OF CO,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,JOHNSON & J,PRIV_USA,"50,000.00"
Jordan,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,"50,000.00"
Kenya,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,"50,000.00"
Mongolia,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,"50,000.00"
Timor-Leste,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,"50,000.00"
Uruguay,11852,URU-MINISTERIO DE TURISMO Y DE,URY,Uruguay,URY_MIN,Uruguay Ministry,"50,000.00"
Yemen,1860,UN High Com'r Human Rights,UN_AGY 1,UN AGENCY 1,UNHCHR,Office of the UN High Commissi,"50,000.00"
Madagascar,11812,PROSPERER,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MADAGASCAR,PRIVATE NATIONAL,"49,988.00"
China,12024,China Business Network,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CBN,China Business Network,"49,964.00"
Reg Bur for Arab States,291,ORGANIZATION OF PETROLEUM EXPO,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OPEC,OPEC,"49,674.00"
Lesotho,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,"49,568.00"
Jamaica,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,"48,678.27"
Lao People's Democratic Republ,11630,Oxfam Novib,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OXFAM NOVI,PRVI,"48,262.50"
Prog for Palestinian People,11924,MPTF/JP_UN PART RIGHTS DISAB,MDTF1,BU,UN_PRPD_DISABILITIES,Rights of Persons- Disabilitie,"48,150.00"
Cyprus,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"47,276.42"
Guatemala,11544,BASKET FUND,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,"47,089.61"
Prog for Palestinian People,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,"46,794.57"
Bureau for Dev. Policy,10444,Unión Inter-Parlamentaria,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,"46,300.00"
Libya,11363,MDTFO\JP_Peace_Building_Fund,MDTF1,BU,PBF,PEACEBUILDING,"45,988.00"
Bosnia and Herzegovina,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,"45,935.92"
Burkina Faso,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,"45,512.10"
Democratic Republic of Congo,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"45,247.01"
Colombia,11660,Dist. Turist y Cultu Cartagena,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,DIS_CTGNA,PRIV,"45,172.22"
Barbados,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,"45,000.00"
El Salvador,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"45,000.00"
Nicaragua,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"45,000.00"
Zimbabwe,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,"45,000.00"
Colombia,1352,COL-MINITERIO DE RELACIONES EX,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MINEXTE,PRIV_COL-MINITERIO DE RELACION,"44,270.84"
Turkey,11805,Experian Limited Turkey,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TURKEY,PRIVATE NATIONAL,"44,039.40"
Croatia,11303,ZADAR COUNTY,HRV,Croatia,HRV_GOVT,Croatia Government,"42,571.06"
"Belarus, Republic of",10964,MARIA SHARAPOVA FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MSFOUNDATION,"PRIV_DONOR, RUSSIA","42,000.00"
Colombia,11737,SOUTH SOUTH NORTH,MUTLI_AGY2,MULTI-LATERAL AGENCY2,SSN,SOUTH SOUTH NORTH,"41,114.92"
Serbia,12097,SRB Ministry of Energy,-,-,-,-,"41,064.77"
Mexico,12054,UNICEF Mexico,UN_AGY 1,UN AGENCY 1,UNICEF MEX,UNICEF Mexico,"41,042.03"
Human Development Report Ofc,11074,AGENCE FRANCAISE DE DEVELOPPEM,FRA,France,FRA_GOVT,France Government,"40,705.56"
Mexico,726,MEX-CÁMARA NACIONAL DE LAS ART,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CANAGRAF,PRIV_MEX-CÁMARA NACIONAL DE LA,"40,688.58"
Serbia,12013,Municipality Savski venac SRB,SRB,SERBIA,SRB_GOVT,SERBIA,"40,570.91"
Costa Rica,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,"40,005.57"
Haiti,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"40,000.00"
United Republic of Tanzania,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"39,735.10"
Colombia,1132,"COL-INSTITUTO DE HIDROLOGIA ,",PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,IDEAM,PRIV_COL-INSTITUTO DE HIDROLOG,"39,503.39"
El Salvador,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,"38,798.44"
Egypt,10758,MANSOUR GROUP,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MANGROUP,PRIV_MANGROUP,"38,784.74"
Evaluation Office,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,"38,759.69"
Uruguay,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,"38,425.55"
Reg Bur Latin Amer & Carib,71,GOVERNMENT OF BRAZIL,BRA,Brazil,BRA_GOVT,Brazil Government,"38,250.00"
Colombia,11888,Gobernacion de san Andres,COL,Colombia,COL_GOVT,Colombia Government,"38,126.48"
Colombia,847,COL-DEPARTAMENTO ADMINISTRATIV,COL,Colombia,COL_MIN3,Colombia Ministry3,"38,075.09"
Somalia,10480,USAID,USA,United States of America,USAID,USAID,"37,369.67"
PB,10606,Cisco Systems International BV,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CISCO BV,PRIV_CISCO BV,"37,054.16"
Bosnia and Herzegovina,12064,International Fund for Animal,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IFAW,International Fund for Animal,"36,600.00"
Colombia,11614,Unidad de Planeacion Minero En,COL,Colombia,COL_MIN,Colombia Ministry,"35,902.85"
Comoros,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"34,641.31"
Croatia,11441,SIBENIK_KNIN COUNTY,HRV,Croatia,HRV_GOVT,Croatia Government,"34,213.60"
Bolivia,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,"33,701.94"
Ethiopia,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"33,629.50"
Croatia,12027,ICLEI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ICLEI,Rio Uruguay Seguros,"33,406.90"
Uruguay,674,URU-BANCO CENTRAL DEL URUGUAY,URY,Uruguay,URY_MIN,Uruguay Ministry,"32,916.78"
China,12068,Hainan Cihang Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,HNA,Hainan Cihang Foundation,"32,615.79"
Reg Bur Latin Amer & Carib,850,COL-DEPARTAMENTO ADMINISTRATIV,COL,Colombia,COL_MIN1,Colombia Ministry1,"32,205.53"
Trinidad and Tobago,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"32,100.00"
Philippines,195,GOVERNMENT OF PHILIPPINES,PHL,Philippines,PHL_GOVT,Philippines Government,"31,996.06"
Russian Federation,11506,Sakhalin Energy,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SAKHENERGY,PRIV_Sakhalin Russia,"31,706.35"
Maldives,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,"31,704.00"
El Salvador,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"31,692.45"
Dominican Republic,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"31,329.53"
Croatia,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"30,891.55"
Paraguay,42,DEVELOPMENT NETWORK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,DEVNET,Development Network,"30,600.00"
Croatia,11995,Swiss Embassy in the Croatia,CHE,Switzerland,CHE_GOVT,Switzerland Government,"30,424.87"
Comoros,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,"30,070.98"
Somalia,11288,Mitsui & CO. Ltd,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MITSUI & C,PRIV_CORPORATION_JAPAN,"30,000.00"
Burundi,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,"29,990.45"
Ethiopia,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,"29,985.00"
Viet Nam,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,"29,850.75"
Uruguay,10855,SEGIB,MUTLI_AGY2,MULTI-LATERAL AGENCY2,SEGIB,Secretaría General Iberoameric,"28,213.00"
Nicaragua,12060,Gobierno Municipal del Rama,NIC,Nicaragua,NIC_GOVT,Nicaragua Government,"28,022.42"
Kyrgyzstan,11793,UNDP AS MA_POOLED FUNDS,UN_AGY 1,UN AGENCY 1,UNDP_MA,UNDP AS MA_POOLED FUNDS,"28,000.00"
Peru,11589,PER-Mecanismo MUNDIAL,UN_AGY 1,UN AGENCY 1,UNCCD_ BON,AGY_UNCCD_ BONN,"28,000.00"
Reg Bur Latin Amer & Carib,12052,SEP Michoacan,MEX,Mexico,MEX_GOVT,Mexico Government,"27,377.78"
Colombia,11232,ISAGEN S.A.E.S.P.,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ISAGEN,PRIV_COLOMBIA,"27,247.96"
Russian Federation,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,"26,633.22"
Reg Bur Latin Amer & Carib,12023,Transparency International e.V,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,TI-S,Transparency International e.V,"26,500.00"
Ethiopia,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,"26,490.07"
Honduras,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"26,066.30"
Sri Lanka,1860,UN High Com'r Human Rights,UN_AGY 1,UN AGENCY 1,UNHCHR,Office of the UN High Commissi,"26,000.00"
Montenegro,12031,Municipality of Andrijevica,MNE,MONTENEGRO,MNE_GOVT,Government of Montenegro,"25,868.40"
Uruguay,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,"25,387.00"
Croatia,11386,GLINA TOWN,HRV,Croatia,HRV_GOVT,Croatia Government,"25,218.56"
"Moldova, Republic of",280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"25,111.32"
Bureau for Dev. Policy,10545,INTERNATIONAL IDEA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IDEA,INTERNAL INST FOR DEM & EA,"25,000.00"
Office of Finance,10480,USAID,USA,United States of America,USAID,USAID,"25,000.00"
Chile,10503,MINISTRY OF FOREIGN AFFAIRS,NOR,Norway,NOR_MIN,Norway Ministry,"24,184.51"
Nepal,12069,Central Queensland University,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CQU,Central Queensland University,"24,084.78"
Turkmenistan,10480,USAID,USA,United States of America,USAID,USAID,"23,698.00"
Chile,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,"23,540.00"
Reg Bur Latin Amer & Carib,596,COL-ALCALDIA DE VALLEDUPAR,COL,Colombia,COL_MIN,Colombia Ministry,"22,015.18"
Tajikistan,11793,UNDP AS MA_POOLED FUNDS,UN_AGY 1,UN AGENCY 1,UNDP_MA,UNDP AS MA_POOLED FUNDS,"22,000.00"
Morocco,11074,AGENCE FRANCAISE DE DEVELOPPEM,FRA,France,FRA_GOVT,France Government,"21,694.42"
Indonesia,11815,NGI,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NGI,NGI,"21,583.93"
"Moldova, Republic of",12117,District Council of Causeni,-,-,-,-,"21,209.74"
Croatia,11818,MGIPU,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,"21,015.47"
Somalia,12010,KAWASAKI KISEN KAISHA LIMITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,K LINE,KAWASAKI KISEN KAISHA LIMITED,"21,000.00"
Trinidad and Tobago,11368,Min. of National Security T&T,TTO,Trinidad and Tobago,TTO_MIN,Trinidad and Tobago Ministry,"20,860.00"
Nicaragua,12058,Gobierno Municipal de Bluefiel,NIC,Nicaragua,NIC_GOVT,Nicaragua Government,"20,016.01"
Bureau for Dev. Policy,11931,Motorola Solutions Uk Limited,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MOTOROLA S,Motorola Solutions Uk Limited,"20,000.00"
Burundi,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,"20,000.00"
Central African Republic,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,"19,898.04"
Egypt,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,"19,533.15"
Nicaragua,12059,Gobierno Municipal de Corn Isl,NIC,Nicaragua,NIC_GOVT,Nicaragua Government,"19,400.00"
Turkey,11806,KOC HOLDING CORPORATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TURKEY,PRIVATE NATIONAL,"18,743.13"
Botswana,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,"18,345.50"
Honduras,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,"18,268.29"
Croatia,11436,KARLOVAC COUNTY,HRV,Croatia,HRV_GOVT,Croatia Government,"17,295.05"
Panama,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"17,139.60"
China,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,"16,972.74"
Chile,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,"16,848.39"
Evaluation Office,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,"16,130.00"
China,10952,VEOLIA ENVIRONNMENT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,VEOLIA ENV,PRIV_FRAN,"16,059.10"
Mozambique,11288,Mitsui & CO. Ltd,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MITSUI & C,PRIV_CORPORATION_JAPAN,"16,050.00"
Zimbabwe,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,"16,000.00"
Bureau for Dev. Policy,11177,CADBURY HOLDINGS LTD,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CADBURY,PRIV_UNITED KINGDOM,"15,785.00"
"Moldova, Republic of",32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,"15,700.00"
Croatia,11798,Istrian County,HRV,Croatia,HRV_GOVT,Croatia Government,"15,348.34"
Lebanon,11127,UN Office of the Spc Coordinat,UN_AGY 1,UN AGENCY 1,UNOSCL1,MUTLIAGY_LEBANON,"15,000.00"
Lebanon,11634,The Green Pact SAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,LEBANON,PRIVATE NATIONAL,"15,000.00"
Mauritius,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,"15,000.00"
Prog for Palestinian People,129,GOVERNMENT OF HUNGARY,HUN,Hungary,HUN_GOVT,Hungary Government,"15,000.00"
Burundi,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,"14,937.80"
Panama Regional Center,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,"14,915.16"
Senegal,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,"14,866.00"
Liberia,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,"14,821.34"
Cambodia,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,"14,668.93"
Côte d’Ivoire,-,-,-,-,-,-,"14,462.77"
Croatia,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,"14,288.86"
Bosnia and Herzegovina,10737,COCA COLA COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COCA COLA,PRIV_COCA COLA,"13,879.25"
Colombia,12034,MUEBLES JAMAR S.A,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,JAMAR,MUEBLES JAMAR S.A,"13,752.84"
Ecuador,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,"13,701.00"
Mauritania,11186,"Yamaha Motor Co, LTD",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,YAMAHA,PRIV_JAPAN,"13,386.00"
Uruguay,11180,"URU-MIN DE INDUSTRIA, ENERGIA",URY,Uruguay,URY_MIN,Uruguay Ministry,"13,068.06"
"Cameroon, Republic of",112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,"13,000.00"
Democratic Republic of Congo,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,"13,000.00"
Tajikistan,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,"12,913.00"
Lesotho,10046,GTZ,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,"12,811.59"
Côte d’Ivoire,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,"12,619.94"
Evaluation Office,10602,UN-HABITAT,UN_AGY 1,UN AGENCY 1,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,"12,000.00"
Nicaragua,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,"12,000.00"
Central African Republic,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,"11,780.10"
Mexico,10733,GOBIENOS ESTATALES,MEX,Mexico,MEX_MIN,Mexico Ministry,"11,239.02"
Colombia,12066,Federacion Nacional de Cultiva,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FEDEPALMA,FEDEPALMA,"10,808.04"
Sri Lanka,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,"10,800.00"
Colombia,607,COL-ALCALDIA DE IBAGUE,COL,Colombia,COL_MIN,Colombia Ministry,"10,728.40"
Evaluation Office,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,"10,700.00"
Jordan,11793,UNDP AS MA_POOLED FUNDS,UN_AGY 1,UN AGENCY 1,UNDP_MA,UNDP AS MA_POOLED FUNDS,"10,401.90"
Burundi,60,GOVERNMENT OF BURUNDI,BDI,Burundi,BDI_GOVT,Burundi Government,"10,233.92"
Sri Lanka,11025,INDIA DISASTER MITIGATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AIDMI,PRIV_ORGANIZ. INDIA,"10,205.87"
Guatemala,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,"10,194.92"
Burundi,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,"10,000.00"
El Salvador,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,"10,000.00"
Malawi,10004,UN INSITUTION FOR TRAINING AND,UN_AGY 1,UN AGENCY 1,UNITAR,AGY_UN INSITUTION FOR TRAINING,"10,000.00"
Peru,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,"10,000.00"
Syria,129,GOVERNMENT OF HUNGARY,HUN,Hungary,HUN_GOVT,Hungary Government,"10,000.00"
Turkey,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,"10,000.00"
Burundi,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,"9,978.17"
Uzbekistan,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,"9,923.58"
Montenegro,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,"9,275.85"
Haiti,12079,Caribbean Association,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CAJO,Caribbean Association,"9,000.00"
Romania,10245,OPEN SOCIETY INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OSI,PRIV_OPEN SOCIETY INSTITUTE,"9,000.00"
Croatia,11813,Sisak-Moslavina County,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,"8,492.00"
Philippines,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"8,413.91"
Senegal,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,"8,351.56"
Lebanon,11996,VILLE DE MARSEILLE,FRA,France,FRA_GOVT,France Government,"8,148.63"
Guinea-Bissau,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,"7,752.15"
Maldives,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,"7,639.59"
Croatia,12003,City of Velika Gorica,HRV,Croatia,HRV_GOVT,Croatia Government,"7,629.93"
Mauritius,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,"7,500.00"
Evaluation Office,1856,World Intellectual Property Or,UN_AGY 1,UN AGENCY 1,WIPO,AGY_World Intellectual Propert,"7,490.00"
